,Date,ObsTime,Hour,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2,2021/8/13,3,2,1004.4,1007.7,28.2,23.4,75,0.9,220,7.9,300,0,0,...,0,...,0,...
3,2021/8/13,4,3,1004.1,1007.4,28.2,23.4,75,1.7,230,6.8,250,0,0,...,0,...,0,...
4,2021/8/13,5,4,1003.9,1007.2,28.1,23.3,75,0.7,260,6.2,240,0,0,...,0,12,0,2
5,2021/8/13,6,5,1004,1007.3,27.6,23.4,78,1,170,4.8,170,0,0,0,0.02,...,0,...
6,2021/8/13,7,6,1004.3,1007.6,27.6,24.3,82,0.3,130,2.7,260,0,0,0.4,0.25,...,0,...
7,2021/8/13,8,7,1004.3,1007.6,30.1,24,70,1.1,220,4.6,240,0,0,1,1.34,20,2,6
8,2021/8/13,9,8,1004.1,1007.4,31.2,23.6,64,1.1,280,6.9,280,0,0,1,1.93,20,4,6
9,2021/8/13,10,9,1003.9,1007.2,32,24.4,64,2.5,260,6.6,280,0,0,1,2.46,...,8,...
10,2021/8/13,11,10,1003.9,1007.2,31.9,25,67,2.2,280,7.7,270,0,0,0.5,2.59,20,10,8
11,2021/8/13,12,11,1003.5,1006.8,31.9,25,67,3.5,280,8.6,270,0,0,1,3.1,...,12,...
12,2021/8/13,13,12,1003.1,1006.4,31.5,24.6,67,4,280,10.5,270,0,0,1,3.65,...,13,...
13,2021/8/13,14,13,1002.1,1005.3,32.3,24.1,62,2.7,280,11.2,270,0,0,1,3.37,20,11,8
14,2021/8/13,15,14,1002.3,1005.6,30.2,24.6,72,2.8,290,9.1,260,0,0,0.6,1.91,...,6,...
15,2021/8/13,16,15,1002.4,1005.7,29.7,25,76,1.9,290,8.4,260,0,0,0,0.42,...,1,...
16,2021/8/13,17,16,1002.3,1005.6,29.7,24.4,73,1.1,200,6.7,180,0,0,0,0.28,12,0,10
17,2021/8/13,18,17,1003.1,1006.4,29.5,24.6,75,1,180,5.9,260,0,0,0,0.24,...,0,...
18,2021/8/13,19,18,1003.2,1006.5,29,23.9,74,1.4,230,4.2,260,0,0,0,0.02,...,0,...
19,2021/8/13,20,19,1003.1,1006.4,28.6,23.7,75,0.6,230,6,180,0,0,...,0,15,0,6
20,2021/8/13,21,20,1003.4,1006.7,28.1,24.3,80,1,120,3.8,160,0,0,...,0,15,0,6
21,2021/8/13,22,21,1003.7,1007,28.2,24,78,0.7,150,2.9,140,0,0,...,0,...,0,...
22,2021/8/13,23,22,1003.6,1006.9,27.3,24.4,84,1.2,110,2.8,130,0,0,...,0,...,0,...
23,2021/8/13,24,23,1003.5,1006.8,27.2,24.1,83,1.3,110,3.1,120,0,0,...,0,...,0,...
0,2021/8/14,1,0,1003.2,1006.5,27.1,24.2,84,0.3,110,2.6,100,0,0,...,0,...,0,...
1,2021/8/14,2,1,1002.8,1006.1,26.5,24.2,87,0.9,90,2.4,80,0,0,...,0,...,0,...
2,2021/8/14,3,2,1002.9,1006.2,26.3,23.8,86,0.9,90,2.7,70,0,0,...,0,...,0,...
3,2021/8/14,4,3,1003,1006.3,26.3,23.6,85,0.4,110,1.9,120,0,0,...,0,...,0,...
4,2021/8/14,5,4,1003.2,1006.5,25.9,23.4,86,0.8,100,3,120,0,0,...,0,15,0,6
5,2021/8/14,6,5,1003.7,1007,25.9,23.2,85,0.7,110,2.4,120,0,0,0,0.03,...,0,...
6,2021/8/14,7,6,1004.3,1007.6,27.1,23.8,82,0.5,120,1.9,110,0,0,0.9,0.55,...,0,...
7,2021/8/14,8,7,1004.4,1007.7,29.6,23.8,71,1.1,170,4.9,140,0,0,1,1.43,20,2,8
8,2021/8/14,9,8,1004.3,1007.6,31.2,23.6,64,1.6,230,6.1,210,0,0,1,2.09,20,5,7
9,2021/8/14,10,9,1004.2,1007.5,32.1,23.9,62,1.4,210,6.3,170,0,0,0.9,2.58,...,8,...
10,2021/8/14,11,10,1004.1,1007.3,33.2,23.6,57,1.4,220,7.4,140,0,0,0.9,2.73,20,10,8
11,2021/8/14,12,11,1003.8,1007.1,32.3,24.9,65,2.5,280,7.5,270,0,0,0.9,2.99,...,12,...
12,2021/8/14,13,12,1003.7,1007,31.3,24.7,68,4.9,280,11.8,260,0,0,0.9,2.99,...,12,...
13,2021/8/14,14,13,1002.9,1006.2,31.7,24.8,67,3,280,12.1,280,0,0,1,3.15,15,11,6
14,2021/8/14,15,14,1002.4,1005.7,30.8,25.2,72,3.2,280,7.4,300,0,0,0.8,2.54,...,8,...
15,2021/8/14,16,15,1003.2,1006.5,30.1,24.5,72,3.4,270,9,270,0,0,0.4,1.4,...,3,...
16,2021/8/14,17,16,1003.7,1007,29.7,24.4,73,1.7,280,9.1,300,0,0,0.1,0.52,15,1,9
17,2021/8/14,18,17,1003.8,1007.1,29.7,25.5,78,1.6,290,7.1,260,0,0,0.9,0.83,...,0,...
18,2021/8/14,19,18,1004.5,1007.8,29.5,25.1,77,1.1,280,5.8,280,0,0,0,0.05,...,0,...
19,2021/8/14,20,19,1005.8,1009.1,29.2,24.1,74,0.9,240,4.8,310,0,0,...,0,12,0,8
20,2021/8/14,21,20,1006.3,1009.6,29.3,23.7,72,1.3,220,5.2,200,0,0,...,0,12,0,5
21,2021/8/14,22,21,1006.5,1009.8,29.1,23.3,71,1.1,240,5.1,250,0,0,...,0,...,0,...
22,2021/8/14,23,22,1006.3,1009.6,28.8,23.3,72,0.9,200,3.9,170,0,0,...,0,...,0,...
23,2021/8/14,24,23,1006.2,1009.5,28.7,23.2,72,0.8,190,3.9,270,0,0,...,0,...,0,...
0,2021/8/15,1,0,1006.2,1009.5,28,23.4,76,0.6,220,3.2,270,0,0,...,0,...,0,...
1,2021/8/15,2,1,1005.7,1009,27.9,23.3,76,1.6,180,4.4,180,0,0,...,0,...,0,...
2,2021/8/15,3,2,1006,1009.3,27.2,24.7,86,0.3,90,2.9,190,0,0,...,0,...,0,...
3,2021/8/15,4,3,1006.1,1009.4,26.8,24.8,89,1.2,80,2.3,80,0,0,...,0,...,0,...
4,2021/8/15,5,4,1006.3,1009.6,26.7,24.2,86,0.8,100,2.6,140,0,0,...,0,20,0,1
5,2021/8/15,6,5,1006.9,1010.2,26.4,24.4,89,0.6,70,2.6,50,0,0,0.1,0.02,...,0,...
6,2021/8/15,7,6,1007.2,1010.5,28.1,24.5,81,0.3,110,1.4,130,0,0,1,0.5,...,0,...
7,2021/8/15,8,7,1007.8,1011.1,29.3,24.4,75,1.4,120,3.8,110,0,0,1,1.27,18,2,2
8,2021/8/15,9,8,1008.1,1011.4,30.8,24,67,1.1,180,4,200,0,0,1,2.11,18,5,3
9,2021/8/15,10,9,1008.5,1011.8,31.4,23.5,63,2.6,280,6.3,290,0,0,0.7,2.37,...,7,...
10,2021/8/15,11,10,1008.6,1011.9,31.5,24.1,65,3.6,270,9.3,270,0,0,0.4,2.02,18,8,6
11,2021/8/15,12,11,1008.5,1011.8,31.4,22.4,59,2.7,270,9.1,280,0,0,0.1,1.97,...,9,...
12,2021/8/15,13,12,1008,1011.3,31.8,22.8,59,2.3,280,8.8,270,0,0,0.1,2.02,...,9,...
13,2021/8/15,14,13,1007.7,1011,31.3,24,65,2.9,270,8.2,250,0,0,0.3,2.2,18,9,7
14,2021/8/15,15,14,1007.3,1010.6,32.1,23.7,61,2.7,270,9,270,0,0,1,2.82,...,8,...
15,2021/8/15,16,15,1007.1,1010.4,31.5,23.1,61,3,290,8.7,300,0,0,0.9,2.06,...,5,...
16,2021/8/15,17,16,1007.3,1010.6,31.2,22.8,61,1.9,270,6.7,270,0,0,1,1.4,18,2,6
17,2021/8/15,18,17,1007.7,1011,30.7,22.9,63,1.6,280,7.1,290,0,0,0.8,0.57,...,0,...
18,2021/8/15,19,18,1008.5,1011.8,29.8,23.5,69,1.8,280,5.4,270,0,0,0,0.04,...,0,...
19,2021/8/15,20,19,1009.5,1012.8,29.2,24.5,76,0.8,180,6,270,0,0,...,0,12,0,7
20,2021/8/15,21,20,1009.8,1013.1,28.8,24.6,78,1.2,200,4,260,0,0,...,0,12,0,5
21,2021/8/15,22,21,1010.4,1013.7,28.7,24.3,77,0.6,240,3.9,180,0,0,...,0,...,0,...
22,2021/8/15,23,22,1010.2,1013.5,28.5,24.3,78,0.6,240,3.6,260,0,0,...,0,...,0,...
23,2021/8/15,24,23,1009.9,1013.2,28.3,23.9,77,0.5,190,3.4,270,0,0,...,0,...,0,...
0,2021/8/16,1,0,1009.7,1013,28.2,24,78,0.7,170,4,290,0,0,...,0,...,0,...
1,2021/8/16,2,1,1009.5,1012.8,28,23.8,78,0.7,160,3.2,190,0,0,...,0,...,0,...
2,2021/8/16,3,2,1009.3,1012.6,27.8,24.2,81,1.2,170,4,180,0,0,...,0,...,0,...
3,2021/8/16,4,3,1009.4,1012.7,27.8,24,80,0.7,160,2.7,180,0,0,...,0,...,0,...
4,2021/8/16,5,4,1009.6,1012.9,27.5,24.2,82,0.9,180,2.8,170,0,0,...,0,18,0,0
5,2021/8/16,6,5,1009.8,1013.1,27,24.7,87,1.5,120,2.6,120,0,0,0.1,0.03,...,0,...
6,2021/8/16,7,6,1010.1,1013.4,27.7,24.6,83,1.4,90,2.9,100,0,0,1,0.53,...,0,...
7,2021/8/16,8,7,1010.4,1013.7,30.2,23.4,67,0.7,180,2.8,280,0,0,1,1.32,20,2,0
8,2021/8/16,9,8,1010.5,1013.8,31.2,24.1,66,2.2,280,5.5,300,0,0,1,2.09,20,5,1
9,2021/8/16,10,9,1010.4,1013.7,31.3,24.7,68,2.1,270,6.2,300,0,0,1,2.77,...,8,...
10,2021/8/16,11,10,1010.2,1013.5,32.1,25.2,67,3,300,7.4,320,0,0,1,3.3,20,12,3
11,2021/8/16,12,11,1009.7,1013,32.2,25.1,66,2.4,280,7.1,290,0,0,1,3.54,...,13,...
12,2021/8/16,13,12,1009.2,1012.5,32.1,22.8,58,3.2,290,7.1,300,0,0,1,3.44,...,13,...
13,2021/8/16,14,13,1008.5,1011.8,31.9,23.7,62,2.6,280,8,300,0,0,1,3.19,20,11,4
14,2021/8/16,15,14,1008.1,1011.4,31.6,23.5,62,2.3,290,6.8,310,0,0,0.8,2.37,...,7,...
15,2021/8/16,16,15,1007.9,1011.2,32.1,23.9,62,1.8,240,5.9,180,0,0,0.5,1.58,...,4,...
16,2021/8/16,17,16,1007.6,1010.9,31.4,24,65,2,280,5.3,260,0,0,0.9,1.16,20,2,6
17,2021/8/16,18,17,1007.9,1011.2,30.2,23.7,68,1.1,280,6.1,300,0,0,0.8,0.48,...,0,...
18,2021/8/16,19,18,1008.4,1011.7,30,23.7,69,0.6,190,3.8,180,0,0,0,0.03,...,0,...
19,2021/8/16,20,19,1008.7,1012,29.6,24.5,74,1.7,280,4.7,290,0,0,...,0,12,0,6
20,2021/8/16,21,20,1009.2,1012.5,28.9,24.9,79,0.6,250,5.2,280,0,0,...,0,12,0,6
21,2021/8/16,22,21,1009.8,1013.1,28.8,25.2,81,1.2,190,3.3,180,0,0,...,0,...,0,...
22,2021/8/16,23,22,1009.6,1012.9,28.7,25.1,81,0.8,190,3.9,190,0,0,...,0,...,0,...
23,2021/8/16,24,23,1009,1012.3,28.9,23.6,73,0.6,290,4.2,250,0,0,...,0,...,0,...
0,2021/8/17,1,0,1008.7,1012,28.8,22.8,70,0.8,180,3,180,0,0,...,0,...,0,...
1,2021/8/17,2,1,1008.5,1011.8,28.4,23.8,76,1,170,3.8,160,0,0,...,0,...,0,...
2,2021/8/17,3,2,1008.1,1011.4,28.1,23.7,77,1.3,170,3.2,260,0,0,...,0,...,0,...
3,2021/8/17,4,3,1007.7,1011,27.8,23.8,79,1.5,180,3.7,180,0,0,...,0,...,0,...
4,2021/8/17,5,4,1007.5,1010.8,27.1,24,83,0.4,100,2.7,190,0,0,...,0,12,0,5
5,2021/8/17,6,5,1007.8,1011.1,27,23.9,83,1.4,120,2.7,120,0,0,0,0.03,...,0,...
6,2021/8/17,7,6,1008.2,1011.5,27.9,23.7,78,0.4,90,3.1,140,0,0,0.7,0.46,...,0,...
7,2021/8/17,8,7,1008.5,1011.8,29.7,24.1,72,0.9,190,2.9,300,0,0,1,0.99,15,2,7
8,2021/8/17,9,8,1008.8,1012.1,31.1,24.3,67,2.5,280,7.2,270,0,0,1,2.01,15,5,6
9,2021/8/17,10,9,1008.9,1012.2,30.9,24.8,70,2.8,280,8.4,280,0,0,0.9,2.55,...,8,...
10,2021/8/17,11,10,1008.6,1011.9,31.4,25,69,2.8,280,9.1,280,0,0,0.9,3.01,20,11,7
11,2021/8/17,12,11,1007.8,1011.1,31.8,24.7,66,2.6,290,7.7,270,0,0,1,3.4,...,13,...
12,2021/8/17,13,12,1006.7,1010,31.7,23.5,62,2.4,280,9,280,0,0,0.9,3.26,...,13,...
13,2021/8/17,14,13,1005.5,1008.8,32,23.6,61,3.2,280,8.7,270,0,0,1,3.38,20,12,6
14,2021/8/17,15,14,1005.2,1008.5,31.6,23.7,63,2.3,270,7.4,300,0,0,1,2.84,...,8,...
15,2021/8/17,16,15,1005.2,1008.5,30.9,24.3,68,2.9,280,7.4,270,0,0,1,1.9,...,4,...
16,2021/8/17,17,16,1005.5,1008.8,30.4,23.8,68,1,280,5.9,270,0,0,0.1,0.62,15,1,8
17,2021/8/17,18,17,1006.1,1009.4,29.8,23.5,69,1,200,4.2,290,0,0,0,0.23,...,0,...
18,2021/8/17,19,18,1006.2,1009.5,29.8,23,67,1.3,170,3.7,180,0,0,0,0.02,...,0,...
19,2021/8/17,20,19,1006.4,1009.7,29.9,22.6,65,1.7,180,3.9,190,0,0,...,0,12,0,8
20,2021/8/17,21,20,1006.8,1010.1,29.6,22.3,65,1.1,180,3.3,190,0,0,...,0,12,0,8
21,2021/8/17,22,21,1007.1,1010.4,29.6,22.3,65,0.3,220,3.2,200,0,0,...,0,...,0,...
22,2021/8/17,23,22,1007.2,1010.5,29.3,22.8,68,0.6,300,2.7,310,0,0,...,0,...,0,...
23,2021/8/17,24,23,1007.3,1010.6,28.2,25.6,86,1.7,290,3.8,290,0,0,...,0,...,0,...
0,2021/8/18,1,0,1006.6,1009.9,28.2,25,83,1.2,270,4.4,270,0,0,...,0,...,0,...
1,2021/8/18,2,1,1006.1,1009.4,28.3,25.3,84,1.4,280,3.5,260,0,0,...,0,...,0,...
2,2021/8/18,3,2,1005.8,1009.1,28.2,24.6,81,1.5,280,5.7,270,0,0,...,0,...,0,...
3,2021/8/18,4,3,1005.2,1008.5,28,24.4,81,0.4,200,3.6,300,0,0,...,0,...,0,...
4,2021/8/18,5,4,1005.6,1008.9,28,24.9,83,0.3,210,2.5,270,0,0,...,0,10,0,6
5,2021/8/18,6,5,1005.9,1009.2,27.9,25.2,85,0.8,160,2.1,140,0,0,0,0.02,...,0,...
6,2021/8/18,7,6,1006.1,1009.4,27.8,25.1,85,0.7,130,2.5,110,0,0,0,0.14,...,0,...
7,2021/8/18,8,7,1006.5,1009.8,28.5,25.1,82,0.8,280,2.3,260,0,0,0.1,0.55,8,1,10
8,2021/8/18,9,8,1007.1,1010.4,28.9,25.7,83,1.6,290,3.8,300,0,0,0,0.63,8,2,8
9,2021/8/18,10,9,1006.9,1010.2,29.5,25.7,80,1.8,290,5.5,300,0,0,0,0.85,...,3,...
10,2021/8/18,11,10,1006.7,1010,30.5,24.9,72,1.4,260,5.1,310,0,0,0,1.75,8,6,10
11,2021/8/18,12,11,1006.1,1009.4,30.4,25,73,2.5,290,5.6,290,0,0,0,1.98,...,8,...
12,2021/8/18,13,12,1005.5,1008.8,29.9,25.4,77,2.5,290,6.2,290,0,0,0,1.71,...,7,...
13,2021/8/18,14,13,1004.9,1008.2,30.1,25.2,75,1.9,290,6,310,0,0,0,1.15,12,6,10
14,2021/8/18,15,14,1004.4,1007.7,30.1,24.5,72,1.2,290,5.4,310,0,0,0,1.4,...,4,...
15,2021/8/18,16,15,1004.6,1007.9,29.7,24.6,74,1.3,310,4.7,290,0,0,0,0.81,...,2,...
16,2021/8/18,17,16,1004.3,1007.6,29.6,24.5,74,1.7,360,3.8,280,0,0,0,0.48,15,1,7
17,2021/8/18,18,17,1004.3,1007.6,29.3,25.3,79,1,350,3.6,20,0,0,0,0.26,...,0,...
18,2021/8/18,19,18,1004.6,1007.9,28.8,25.2,81,1.4,40,4.3,360,0,0,0,0.01,...,0,...
19,2021/8/18,20,19,1005.6,1008.9,28.6,23.5,74,1.4,20,4.1,40,0,0,...,0,10,0,3
20,2021/8/18,21,20,1006.5,1009.8,28.5,24.1,77,1,120,3.6,80,0,0,...,0,10,0,3
21,2021/8/18,22,21,1006.1,1009.4,27.6,24.5,83,1.4,80,2.8,100,0,0,...,0,...,0,...
22,2021/8/18,23,22,1006.1,1009.4,26.9,24.4,86,1.6,70,3.4,110,0,0,...,0,...,0,...
23,2021/8/18,24,23,1005.8,1009.1,26.9,24.4,86,0.6,70,2.9,60,0,0,...,0,...,0,...
0,2021/8/19,1,0,1005.7,1009,26.7,24.4,87,0.7,80,1.8,70,0,0,...,0,...,0,...
1,2021/8/19,2,1,1005.3,1008.6,26.9,24.6,87,0.7,80,1.9,80,0,0,...,0,...,0,...
2,2021/8/19,3,2,1004.5,1007.8,26.4,24.3,88,1.2,70,3.1,90,0,0,...,0,...,0,...
3,2021/8/19,4,3,1004.5,1007.8,26.6,23.9,85,1,120,2.3,50,0,0,...,0,...,0,...
4,2021/8/19,5,4,1004.5,1007.8,26.6,23.3,82,1.2,120,2.3,130,0,0,...,0,12,0,1
5,2021/8/19,6,5,1005.4,1008.7,26.5,23.2,82,0.6,90,2.2,170,0,0,0,0.04,...,0,...
6,2021/8/19,7,6,1006.2,1009.5,26.8,23.5,82,1,90,2.5,100,0,0,0.2,0.28,...,0,...
7,2021/8/19,8,7,1006.6,1009.9,27.9,23.3,76,0.7,100,2.5,130,0,0,0,0.56,10,1,8
8,2021/8/19,9,8,1007,1010.3,29.9,24.1,71,0.5,360,1.9,40,0,0,0.8,1.74,10,3,8
9,2021/8/19,10,9,1007.1,1010.4,30.6,24,68,1.2,280,3.9,280,0,0,0.3,1.91,...,5,...
10,2021/8/19,11,10,1006.8,1010.1,31,23.7,65,2,290,4.4,280,0,0,0.9,2.54,10,8,6
11,2021/8/19,12,11,1006.4,1009.7,32.2,25.1,66,1.4,310,5.1,280,0,0,0.9,3.38,...,11,...
12,2021/8/19,13,12,1006,1009.3,31.2,24.9,69,1.7,290,6.1,300,0,0,0.8,3.05,...,10,...
13,2021/8/19,14,13,1005.4,1008.7,31.5,24.4,66,1.6,330,6.4,300,0,0,0.5,2.56,12,8,6
14,2021/8/19,15,14,1005.5,1008.8,31.3,24,65,2.1,300,6.1,300,0,0,0.7,2.35,...,6,...
15,2021/8/19,16,15,1005.3,1008.6,31,24.2,67,2.3,20,5.6,290,0,0,0.5,1.74,...,3,...
16,2021/8/19,17,16,1005.7,1009,30.1,23.8,69,1.4,130,6,70,0,0,0.1,0.78,12,1,9
17,2021/8/19,18,17,1005.9,1009.2,26.6,22.5,78,2.7,180,9.4,190,T,0.1,0.2,0.36,...,0,...
18,2021/8/19,19,18,1006.3,1009.6,26.5,23.6,84,1.4,110,4.2,190,T,0.2,0,0.06,...,0,...
19,2021/8/19,20,19,1006.9,1010.2,26.7,23.6,83,1.3,110,3,100,0,0,...,0,12,0,1
20,2021/8/19,21,20,1007.2,1010.5,26.6,24.1,86,1,80,2.8,70,0,0,...,0,12,0,0
21,2021/8/19,22,21,1006.9,1010.2,26.6,23.5,83,1.2,120,3.9,110,0,0,...,0,...,0,...
22,2021/8/19,23,22,1006.8,1010.1,26.6,23.7,84,1.3,80,3,100,0,0,...,0,...,0,...
23,2021/8/19,24,23,1006.8,1010.1,26.5,23.4,83,0.8,100,2.4,70,0,0,...,0,...,0,...
0,2021/8/20,1,0,1006.7,1010,26.4,22.7,80,1.3,110,3.2,120,0,0,...,0,...,0,...
1,2021/8/20,2,1,1006,1009.3,26.1,22.6,81,1,100,2.9,120,0,0,...,0,...,0,...
2,2021/8/20,3,2,1006,1009.3,25.6,22.5,83,0.7,100,2.9,130,0,0,...,0,...,0,...
3,2021/8/20,4,3,1006.2,1009.5,25.2,22.3,84,0.7,90,3.1,90,0,0,...,0,...,0,...
4,2021/8/20,5,4,1006.4,1009.7,25.4,22.1,82,1,110,2.4,100,0,0,...,0,20,0,4
5,2021/8/20,6,5,1006.9,1010.2,24.9,22,84,1.3,100,3.3,120,0,0,0,0.02,...,0,...
6,2021/8/20,7,6,1007.3,1010.6,25.8,22.1,80,0.8,110,2.8,130,0,0,0.2,0.23,...,0,...
7,2021/8/20,8,7,1007.7,1011,27.8,22.3,72,0.9,140,2.8,120,0,0,1,1.2,20,2,7
8,2021/8/20,9,8,1008,1011.3,30.5,23.2,65,1.3,180,3.3,160,0,0,1,2.21,20,4,6
9,2021/8/20,10,9,1008,1011.3,31.1,23.5,64,1.9,280,4.8,300,0,0,1,2.49,...,7,...
10,2021/8/20,11,10,1007.9,1011.2,31.5,22.8,60,2.4,290,5.8,300,0,0,1,2.91,20,10,6
11,2021/8/20,12,11,1007.4,1010.7,31.2,23.3,63,3,280,6.3,310,0,0,1,3.38,...,12,...
12,2021/8/20,13,12,1006.8,1010.1,31.6,24.7,67,2.5,300,7.2,290,0,0,1,3.52,...,12,...
13,2021/8/20,14,13,1006,1009.3,32.3,24.4,63,2.6,290,5.9,300,0,0,1,3.18,20,10,5
14,2021/8/20,15,14,1005.7,1009,31.7,24.6,66,2.7,300,6.1,290,0,0,1,2.72,...,7,...
15,2021/8/20,16,15,1005.1,1008.4,30.8,24,67,1.8,270,6.8,290,0,0,1,1.98,...,4,...
16,2021/8/20,17,16,1005.5,1008.8,30.6,24.5,70,1.4,280,5.4,300,0,0,0.9,1.18,20,1,8
17,2021/8/20,18,17,1005.8,1009.1,30.5,24.2,69,0.9,240,4.1,190,0,0,0.7,0.57,...,0,...
18,2021/8/20,19,18,1006.5,1009.8,29.8,24.7,74,0.6,290,3.3,270,0,0,0,0.06,...,0,...
19,2021/8/20,20,19,1006.9,1010.2,29.4,24.3,74,1.5,130,3,120,0,0,...,0,12,0,7
20,2021/8/20,21,20,1007.4,1010.7,28.9,24.7,78,1.1,110,2.6,90,0,0,...,0,12,0,7
21,2021/8/20,22,21,1007.2,1010.5,28.6,24.2,77,0.8,100,2.6,130,0,0,...,0,...,0,...
22,2021/8/20,23,22,1007.1,1010.4,28.2,24,78,0.8,120,3.5,120,0,0,...,0,...,0,...
23,2021/8/20,24,23,1006.8,1010.1,27.8,24.2,81,1,120,2.9,120,0,0,...,0,...,0,...
0,2021/8/21,1,0,1006.5,1009.8,27.4,23.9,81,1.2,100,3.2,120,0,0,...,0,...,0,...
1,2021/8/21,2,1,1005.9,1009.2,27,23.9,83,0.8,110,2.3,90,0,0,...,0,...,0,...
2,2021/8/21,3,2,1005.8,1009.1,26.7,23.4,82,1,100,2.4,100,0,0,...,0,...,0,...
3,2021/8/21,4,3,1005.8,1009.1,26.6,23.3,82,0.7,100,2.4,100,0,0,...,0,...,0,...
4,2021/8/21,5,4,1005.8,1009.1,26.4,23.1,82,1,110,3,100,0,0,...,0,12,0,4
5,2021/8/21,6,5,1006,1009.3,26.3,23,82,0.9,100,2.7,100,0,0,0,0.03,...,0,...
6,2021/8/21,7,6,1006.4,1009.7,27.2,23,78,1,60,2.3,120,0,0,0.7,0.43,...,0,...
7,2021/8/21,8,7,1006.6,1009.9,28.8,23.7,74,0.8,130,2.5,120,0,0,1,1.14,12,2,6
8,2021/8/21,9,8,1006.8,1010.1,30.7,24.1,68,1.4,180,4.9,180,0,0,1,2.13,12,4,6
9,2021/8/21,10,9,1006.8,1010.1,30.6,24.8,71,2,290,6.3,260,0,0,0.5,1.87,...,5,...
10,2021/8/21,11,10,1006.3,1009.6,31.4,24.8,68,2.2,280,5.9,270,0,0,0.9,2.45,15,8,7
11,2021/8/21,12,11,1005.8,1009.1,31.6,25,68,2.8,290,6.3,300,0,0,0.9,2.81,...,10,...
12,2021/8/21,13,12,1005.4,1008.7,31.7,24.3,65,2.5,300,6.5,290,0,0,1,2.73,...,10,...
13,2021/8/21,14,13,1004.6,1007.9,32,24.1,63,2.2,290,5.5,260,0,0,0.9,2.42,12,8,6
14,2021/8/21,15,14,1003.9,1007.2,31.8,23.4,61,2.3,290,6.5,280,0,0,1,1.99,...,6,...
15,2021/8/21,16,15,1003.8,1007.1,30.6,23.8,67,1.7,290,7,270,0,0,0.6,1.49,...,3,...
16,2021/8/21,17,16,1004.6,1007.9,30.9,24.1,67,1.8,270,6.2,290,0,0,1,1.36,10,2,7
17,2021/8/21,18,17,1005.3,1008.6,30.3,24,69,1.5,290,5,290,0,0,0.5,0.54,...,0,...
18,2021/8/21,19,18,1005.7,1009,29.4,24.5,75,1.1,220,3.5,290,0,0,0,0.01,...,0,...
19,2021/8/21,20,19,1006.2,1009.5,28.7,23.8,75,1.6,130,4,120,0,0,...,0,10,0,6
20,2021/8/21,21,20,1006.3,1009.6,27.9,23.1,75,1.5,120,6.1,120,0,0,...,0,10,0,2
21,2021/8/21,22,21,1006.1,1009.4,27.4,23.4,79,1.4,120,3.9,130,0,0,...,0,...,0,...
22,2021/8/21,23,22,1006.1,1009.4,27.4,23.2,78,1.1,110,3.3,120,0,0,...,0,...,0,...
23,2021/8/21,24,23,1005.7,1009,27.1,23.2,79,1.4,120,3.4,100,0,0,...,0,...,0,...
0,2021/8/22,1,0,1005.4,1008.7,26.8,23.1,80,1.3,110,2.8,110,0,0,...,0,...,0,...
1,2021/8/22,2,1,1005,1008.3,26.5,22.8,80,0.8,100,3,120,0,0,...,0,...,0,...
2,2021/8/22,3,2,1004.9,1008.2,25.9,23.2,85,1.6,80,2.9,100,0,0,...,0,...,0,...
3,2021/8/22,4,3,1004.6,1007.9,26,22.9,83,1.2,120,3,120,0,0,...,0,...,0,...
4,2021/8/22,5,4,1004.7,1008,25.8,22.3,81,1.3,100,3.5,90,0,0,...,0,12,0,4
5,2021/8/22,6,5,1005,1008.3,25.9,22.2,80,1.5,120,3.1,140,0,0,0,0.02,...,0,...
6,2021/8/22,7,6,1005.5,1008.8,26.3,22.6,80,1.4,110,2.9,110,0,0,0.5,0.38,...,0,...
7,2021/8/22,8,7,1006.1,1009.4,28,23.6,77,1,100,3.1,90,0,0,0.4,0.96,12,1,4
8,2021/8/22,9,8,1006.2,1009.5,30.1,24.5,72,1,280,3.2,170,0,0,1,2.12,12,4,4
9,2021/8/22,10,9,1005.7,1009,30.1,24.5,72,1.2,300,4,300,0,0,0.4,1.64,...,5,...
10,2021/8/22,11,10,1005.1,1008.4,31.2,24.4,67,1.4,260,5.2,280,0,0,0.6,2.43,10,8,4
11,2021/8/22,12,11,1004.8,1008.1,31.4,24,65,2.7,280,6.1,290,0,0,0.9,3.3,...,11,...
12,2021/8/22,13,12,1004.6,1007.9,31.7,24.3,65,2.8,300,6.6,300,0,0,1,3.38,...,12,...
13,2021/8/22,14,13,1003.9,1007.2,31.7,23.8,63,2.6,290,7.1,290,0,0,1,3.14,10,10,4
14,2021/8/22,15,14,1003.6,1006.9,31,23.2,63,2.8,300,6.4,300,0,0,0.8,2.54,...,7,...
15,2021/8/22,16,15,1002.9,1006.2,30.2,24.6,72,1.9,280,7,300,0,0,0.9,1.93,...,4,...
16,2021/8/22,17,16,1003,1006.3,30.3,24,69,1.3,180,5.4,280,0,0,0.3,0.85,15,1,7
17,2021/8/22,18,17,1003.1,1006.4,29.6,23.6,70,0.5,180,4,190,0,0,0.7,0.38,...,0,...
18,2021/8/22,19,18,1003.6,1006.9,29.2,24.5,76,0.8,170,3.1,290,0,0,0,0.01,...,0,...
